Decode results B 1
,"Source","State","Start","Tx value","Rx value"
1,"Rx","Ok","-8.987 ms"," ---","[hex]FF"
2,"Rx","Ok","-8.9653 ms"," ---","[hex]FF"
3,"Rx","Ok","-8.9436 ms"," ---","[hex]01"
4,"Rx","Ok","-8.9219 ms"," ---","[hex]BC"
5,"Rx","Ok","-8.9001 ms"," ---","[hex]01"
6,"Rx","Ok","-8.8784 ms"," ---","[hex]DC"
7,"Rx","Ok","-8.8567 ms"," ---","[hex]01"
8,"Rx","Ok","-8.835 ms"," ---","[hex]FA"
9,"Rx","Ok","-8.8133 ms"," ---","[hex]02"
10,"Rx","Ok","-8.7916 ms"," ---","[hex]1D"
11,"Rx","Ok","-8.7699 ms"," ---","[hex]02"
12,"Rx","Ok","-8.7481 ms"," ---","[hex]3C"
13,"Rx","Ok","-8.7264 ms"," ---","[hex]02"
14,"Rx","Ok","-8.7047 ms"," ---","[hex]5E"
15,"Rx","Ok","-8.683 ms"," ---","[hex]02"
16,"Rx","Ok","-8.6613 ms"," ---","[hex]7E"
17,"Rx","Ok","-8.6371 ms"," ---","[hex]02"
18,"Rx","Ok","-8.6154 ms"," ---","[hex]A9"
19,"Rx","Ok","-8.5864 ms"," ---","[hex]03"
20,"Rx","Ok","-8.5647 ms"," ---","[hex]3A"
21,"Rx","Ok","-8.5355 ms"," ---","[hex]02"
22,"Rx","Ok","-8.5138 ms"," ---","[hex]1C"
23,"Rx","Ok","-8.4847 ms"," ---","[hex]02"
24,"Rx","Ok","-8.463 ms"," ---","[hex]01"
25,"Rx","Ok","-8.4342 ms"," ---","[hex]01"
26,"Rx","Ok","-8.4124 ms"," ---","[hex]DC"
27,"Rx","Ok","-8.3833 ms"," ---","[hex]01"
28,"Rx","Ok","-8.3616 ms"," ---","[hex]C1"
29,"Rx","Ok","-8.3325 ms"," ---","[hex]01"
30,"Rx","Ok","-8.3108 ms"," ---","[hex]9C"
31,"Rx","Ok","-8.2814 ms"," ---","[hex]01"
32,"Rx","Ok","-8.2597 ms"," ---","[hex]7F"
33,"Rx","Ok","-8.231 ms"," ---","[hex]01"
34,"Rx","Ok","-8.2092 ms"," ---","[hex]63"
35,"Rx","Ok","-8.1801 ms"," ---","[hex]01"
36,"Rx","Ok","-8.1584 ms"," ---","[hex]42"
