Decode results B 1
,"Source","State","Start","Tx value","Rx value"
1,"Rx","Ok","-5.7879 ms"," ---","[hex]FF"
2,"Rx","Ok","-5.7662 ms"," ---","[hex]FF"
3,"Rx","Ok","-5.7445 ms"," ---","[hex]01"
4,"Rx","Ok","-5.7228 ms"," ---","[hex]6B"
5,"Rx","Ok","-5.701 ms"," ---","[hex]01"
6,"Rx","Ok","-5.6793 ms"," ---","[hex]51"
7,"Rx","Ok","-5.6576 ms"," ---","[hex]01"
8,"Rx","Ok","-5.6359 ms"," ---","[hex]2E"
9,"Rx","Ok","-5.6142 ms"," ---","[hex]01"
10,"Rx","Ok","-5.5924 ms"," ---","[hex]0D"
11,"Rx","Ok","-5.5707 ms"," ---","[hex]00"
12,"Rx","Ok","-5.549 ms"," ---","[hex]EC"
13,"Rx","Ok","-5.5273 ms"," ---","[hex]00"
14,"Rx","Ok","-5.5056 ms"," ---","[hex]CD"
15,"Rx","Ok","-5.4838 ms"," ---","[hex]00"
16,"Rx","Ok","-5.4621 ms"," ---","[hex]B0"
17,"Rx","Ok","-5.4382 ms"," ---","[hex]00"
18,"Rx","Ok","-5.4165 ms"," ---","[hex]90"
19,"Rx","Ok","-5.3874 ms"," ---","[hex]01"
20,"Rx","Ok","-5.3657 ms"," ---","[hex]48"
21,"Rx","Ok","-5.3364 ms"," ---","[hex]01"
22,"Rx","Ok","-5.3147 ms"," ---","[hex]6A"
23,"Rx","Ok","-5.2855 ms"," ---","[hex]01"
24,"Rx","Ok","-5.2637 ms"," ---","[hex]86"
25,"Rx","Ok","-5.235 ms"," ---","[hex]01"
26,"Rx","Ok","-5.2132 ms"," ---","[hex]A8"
27,"Rx","Ok","-5.184 ms"," ---","[hex]01"
28,"Rx","Ok","-5.1622 ms"," ---","[hex]C6"
29,"Rx","Ok","-5.1333 ms"," ---","[hex]01"
30,"Rx","Ok","-5.1115 ms"," ---","[hex]E4"
31,"Rx","Ok","-5.0823 ms"," ---","[hex]02"
32,"Rx","Ok","-5.0606 ms"," ---","[hex]04"
33,"Rx","Ok","-5.0315 ms"," ---","[hex]02"
34,"Rx","Ok","-5.0098 ms"," ---","[hex]23"
35,"Rx","Ok","-4.981 ms"," ---","[hex]02"
36,"Rx","Ok","-4.9592 ms"," ---","[hex]42"
37,"Rx","Ok","-4.9301 ms"," ---","[hex]02"
38,"Rx","Ok","-4.9084 ms"," ---","[hex]64"
39,"Rx","Ok","-4.8797 ms"," ---","[hex]02"
40,"Rx","Ok","-4.858 ms"," ---","[hex]8A"
41,"Rx","Ok","-4.8293 ms"," ---","[hex]02"
42,"Rx","Ok","-4.8076 ms"," ---","[hex]BE"
43,"Rx","Ok","-4.7783 ms"," ---","[hex]01"
44,"Rx","Ok","-4.7566 ms"," ---","[hex]F4"
45,"Rx","Ok","-4.7269 ms"," ---","[hex]01"
46,"Rx","Ok","-4.7052 ms"," ---","[hex]D2"
47,"Rx","Ok","-4.6759 ms"," ---","[hex]01"
48,"Rx","Ok","-4.6542 ms"," ---","[hex]B4"
49,"Rx","Ok","-4.6253 ms"," ---","[hex]01"
50,"Rx","Ok","-4.6035 ms"," ---","[hex]92"
51,"Rx","Ok","-4.5741 ms"," ---","[hex]01"
52,"Rx","Ok","-4.5524 ms"," ---","[hex]74"
53,"Rx","Ok","-4.5235 ms"," ---","[hex]01"
54,"Rx","Ok","-4.5018 ms"," ---","[hex]52"
55,"Rx","Ok","-4.4726 ms"," ---","[hex]01"
56,"Rx","Ok","-4.4508 ms"," ---","[hex]34"
57,"Rx","Ok","-4.422 ms"," ---","[hex]01"
58,"Rx","Ok","-4.4002 ms"," ---","[hex]19"
59,"Rx","Ok","-4.3712 ms"," ---","[hex]00"
60,"Rx","Ok","-4.3495 ms"," ---","[hex]F9"
61,"Rx","Ok","-4.3204 ms"," ---","[hex]00"
62,"Rx","Ok","-4.2987 ms"," ---","[hex]DA"
63,"Rx","Ok","-4.2696 ms"," ---","[hex]00"
64,"Rx","Ok","-4.2479 ms"," ---","[hex]BC"
65,"Rx","Ok","-4.2186 ms"," ---","[hex]00"
66,"Rx","Ok","-4.1969 ms"," ---","[hex]9A"
67,"Rx","Ok","-4.168 ms"," ---","[hex]00"
68,"Rx","Ok","-4.1463 ms"," ---","[hex]7B"
69,"Rx","Ok","-4.0672 ms"," ---","[hex]01"
70,"Rx","Ok","-4.0455 ms"," ---","[hex]40"
71,"Rx","Ok","-4.0159 ms"," ---","[hex]01"
72,"Rx","Ok","-3.9942 ms"," ---","[hex]5E"
73,"Rx","Ok","-3.9655 ms"," ---","[hex]01"
74,"Rx","Ok","-3.9438 ms"," ---","[hex]83"
75,"Rx","Ok","-3.9139 ms"," ---","[hex]01"
76,"Rx","Ok","-3.8922 ms"," ---","[hex]A0"
77,"Rx","Ok","-3.863 ms"," ---","[hex]01"
78,"Rx","Ok","-3.8413 ms"," ---","[hex]C1"
79,"Rx","Ok","-3.8122 ms"," ---","[hex]01"
80,"Rx","Ok","-3.7904 ms"," ---","[hex]DE"
81,"Rx","Ok","-3.7613 ms"," ---","[hex]02"
82,"Rx","Ok","-3.7396 ms"," ---","[hex]00"
83,"Rx","Ok","-3.7107 ms"," ---","[hex]02"
84,"Rx","Ok","-3.6889 ms"," ---","[hex]1E"
85,"Rx","Ok","-3.6597 ms"," ---","[hex]02"
86,"Rx","Ok","-3.6379 ms"," ---","[hex]40"
87,"Rx","Ok","-3.6085 ms"," ---","[hex]02"
88,"Rx","Ok","-3.5867 ms"," ---","[hex]61"
89,"Rx","Ok","-3.5582 ms"," ---","[hex]02"
