Decode results B 1
,"Source","State","Start","Tx value","Rx value"
1,"Rx","Ok","-4.6822 ms"," ---","[hex]FF"
2,"Rx","Ok","-4.6605 ms"," ---","[hex]FF"
5,"Rx","Ok","-4.5953 ms"," ---","[hex]FF"
6,"Rx","Ok","-4.5736 ms"," ---","[hex]FF"
7,"Rx","Ok","-4.5519 ms"," ---","[hex]1C"
8,"Rx","Ok","-4.5301 ms"," ---","[hex]30"
9,"Rx","Ok","-4.5084 ms"," ---","[hex]00"
10,"Rx","Ok","-4.4867 ms"," ---","[hex]00"
11,"Rx","Ok","-4.465 ms"," ---","[hex]12"
12,"Rx","Ok","-4.4433 ms"," ---","[hex]06"
13,"Rx","Ok","-4.4215 ms"," ---","[hex]00"
14,"Rx","Ok","-4.3998 ms"," ---","[hex]00"
15,"Rx","Ok","-4.3781 ms"," ---","[hex]1B"
16,"Rx","Ok","-4.3564 ms"," ---","[hex]CC"
17,"Rx","Ok","-4.3347 ms"," ---","[hex]00"
18,"Rx","Ok","-4.313 ms"," ---","[hex]00"
19,"Rx","Ok","-4.2912 ms"," ---","[hex]10"
20,"Rx","Ok","-4.2695 ms"," ---","[hex]0A"
21,"Rx","Ok","-4.2478 ms"," ---","[hex]00"
22,"Rx","Ok","-4.2261 ms"," ---","[hex]00"
23,"Rx","Ok","-4.2023 ms"," ---","[hex]1B"
24,"Rx","Ok","-4.1806 ms"," ---","[hex]67"
25,"Rx","Ok","-4.1536 ms"," ---","[hex]00"
26,"Rx","Ok","-4.1319 ms"," ---","[hex]00"
27,"Rx","Ok","-4.1005 ms"," ---","[hex]12"
28,"Rx","Ok","-4.0788 ms"," ---","[hex]D5"
29,"Rx","Ok","-4.052 ms"," ---","[hex]00"
30,"Rx","Ok","-4.0303 ms"," ---","[hex]00"
31,"Rx","Ok","-3.9991 ms"," ---","[hex]1A"
32,"Rx","Ok","-3.9774 ms"," ---","[hex]DE"
33,"Rx","Ok","-3.9504 ms"," ---","[hex]00"
34,"Rx","Ok","-3.9287 ms"," ---","[hex]00"
35,"Rx","Ok","-3.897 ms"," ---","[hex]13"
36,"Rx","Ok","-3.8752 ms"," ---","[hex]56"
37,"Rx","Ok","-3.8496 ms"," ---","[hex]00"
38,"Rx","Ok","-3.8279 ms"," ---","[hex]00"
39,"Rx","Ok","-3.7955 ms"," ---","[hex]1D"
40,"Rx","Ok","-3.7738 ms"," ---","[hex]4F"
41,"Rx","Ok","-3.7474 ms"," ---","[hex]00"
42,"Rx","Ok","-3.7257 ms"," ---","[hex]00"
43,"Rx","Ok","-3.6942 ms"," ---","[hex]11"
44,"Rx","Ok","-3.6725 ms"," ---","[hex]A7"
45,"Rx","Ok","-3.6458 ms"," ---","[hex]00"
46,"Rx","Ok","-3.6241 ms"," ---","[hex]00"
