Decode results B 1
,"Source","State","Start","Tx value","Rx value"
1,"Rx","Ok","-4.6822 ms"," ---","[hex]FF"
2,"Rx","Ok","-4.6605 ms"," ---","[hex]FF"
3,"Rx","Ok","-4.6388 ms"," ---","[hex]02"
4,"Rx","Ok","-4.617 ms"," ---","[hex]AC"
5,"Rx","Ok","-4.5953 ms"," ---","[hex]03"
6,"Rx","Ok","-4.5736 ms"," ---","[hex]3C"
7,"Rx","Ok","-4.5519 ms"," ---","[hex]03"
8,"Rx","Ok","-4.5301 ms"," ---","[hex]1A"
9,"Rx","Ok","-4.5084 ms"," ---","[hex]03"
10,"Rx","Ok","-4.4867 ms"," ---","[hex]20"
11,"Rx","Ok","-4.465 ms"," ---","[hex]03"
12,"Rx","Ok","-4.4433 ms"," ---","[hex]1E"
13,"Rx","Ok","-4.4215 ms"," ---","[hex]03"
14,"Rx","Ok","-4.3998 ms"," ---","[hex]20"
15,"Rx","Ok","-4.3781 ms"," ---","[hex]03"
16,"Rx","Ok","-4.3564 ms"," ---","[hex]1C"
17,"Rx","Ok","-4.3324 ms"," ---","[hex]03"
18,"Rx","Ok","-4.3107 ms"," ---","[hex]1C"
19,"Rx","Ok","-4.2817 ms"," ---","[hex]03"
20,"Rx","Ok","-4.26 ms"," ---","[hex]20"
21,"Rx","Ok","-4.2311 ms"," ---","[hex]03"
22,"Rx","Ok","-4.2093 ms"," ---","[hex]1F"
23,"Rx","Ok","-4.1802 ms"," ---","[hex]03"
24,"Rx","Ok","-4.1585 ms"," ---","[hex]21"
25,"Rx","Ok","-4.1294 ms"," ---","[hex]03"
26,"Rx","Ok","-4.1077 ms"," ---","[hex]1A"
27,"Rx","Ok","-4.0793 ms"," ---","[hex]03"
28,"Rx","Ok","-4.0576 ms"," ---","[hex]1A"
29,"Rx","Ok","-4.0276 ms"," ---","[hex]03"
30,"Rx","Ok","-4.0059 ms"," ---","[hex]1C"
31,"Rx","Ok","-3.977 ms"," ---","[hex]03"
32,"Rx","Ok","-3.9553 ms"," ---","[hex]1A"
33,"Rx","Ok","-3.926 ms"," ---","[hex]03"
34,"Rx","Ok","-3.9043 ms"," ---","[hex]1C"
35,"Rx","Ok","-3.8752 ms"," ---","[hex]03"
36,"Rx","Ok","-3.8535 ms"," ---","[hex]1A"
37,"Rx","Ok","-3.8246 ms"," ---","[hex]03"
38,"Rx","Ok","-3.8029 ms"," ---","[hex]1C"
39,"Rx","Ok","-3.7738 ms"," ---","[hex]03"
40,"Rx","Ok","-3.7521 ms"," ---","[hex]20"
41,"Rx","Ok","-3.7229 ms"," ---","[hex]03"
42,"Rx","Ok","-3.7012 ms"," ---","[hex]1C"
43,"Rx","Ok","-3.6721 ms"," ---","[hex]03"
44,"Rx","Ok","-3.6504 ms"," ---","[hex]1C"
