Decode results B 1
,"Source","State","Start","Tx value","Rx value"
1,"Rx","Ok","-2.4921 ms"," ---","[hex]00"
2,"Rx","Ok","-2.4704 ms"," ---","[hex]ED"
3,"Rx","Ok","-2.4411 ms"," ---","[hex]00"
4,"Rx","Ok","-2.4194 ms"," ---","[hex]D1"
5,"Rx","Ok","-2.3902 ms"," ---","[hex]00"
6,"Rx","Ok","-2.3685 ms"," ---","[hex]BC"
7,"Rx","Ok","-2.3395 ms"," ---","[hex]00"
8,"Rx","Ok","-2.3178 ms"," ---","[hex]9C"
9,"Rx","Ok","-2.2888 ms"," ---","[hex]00"
10,"Rx","Ok","-2.2671 ms"," ---","[hex]7F"
11,"Rx","Ok","-2.2388 ms"," ---","[hex]FF"
12,"Rx","Ok","-2.2171 ms"," ---","[hex]FF"
13,"Rx","Ok","-2.1872 ms"," ---","[hex]00"
14,"Rx","Ok","-2.1655 ms"," ---","[hex]07"
15,"Rx","Ok","-2.1363 ms"," ---","[hex]00"
16,"Rx","Ok","-2.1146 ms"," ---","[hex]07"
17,"Rx","Ok","-2.0857 ms"," ---","[hex]00"
18,"Rx","Ok","-2.064 ms"," ---","[hex]06"
19,"Rx","Ok","-2.0349 ms"," ---","[hex]00"
20,"Rx","Ok","-2.0132 ms"," ---","[hex]07"
21,"Rx","Ok","-1.9841 ms"," ---","[hex]00"
22,"Rx","Ok","-1.9624 ms"," ---","[hex]0B"
23,"Rx","Ok","-1.9327 ms"," ---","[hex]00"
24,"Rx","Ok","-1.911 ms"," ---","[hex]08"
25,"Rx","Ok","-1.8824 ms"," ---","[hex]00"
26,"Rx","Ok","-1.8607 ms"," ---","[hex]05"
27,"Rx","Ok","-1.8314 ms"," ---","[hex]00"
28,"Rx","Ok","-1.8097 ms"," ---","[hex]07"
29,"Rx","Ok","-1.7805 ms"," ---","[hex]00"
30,"Rx","Ok","-1.7588 ms"," ---","[hex]0A"
31,"Rx","Ok","-1.7301 ms"," ---","[hex]00"
32,"Rx","Ok","-1.7084 ms"," ---","[hex]0A"
33,"Rx","Ok","-1.679 ms"," ---","[hex]00"
34,"Rx","Ok","-1.6573 ms"," ---","[hex]0B"
35,"Rx","Ok","-1.6284 ms"," ---","[hex]00"
36,"Rx","Ok","-1.6067 ms"," ---","[hex]09"
37,"Rx","Ok","-1.5777 ms"," ---","[hex]00"
38,"Rx","Ok","-1.556 ms"," ---","[hex]07"
39,"Rx","Ok","-1.5266 ms"," ---","[hex]00"
40,"Rx","Ok","-1.5049 ms"," ---","[hex]07"
41,"Rx","Ok","-1.4761 ms"," ---","[hex]00"
42,"Rx","Ok","-1.4544 ms"," ---","[hex]04"
43,"Rx","Ok","-1.4257 ms"," ---","[hex]FF"
44,"Rx","Ok","-1.404 ms"," ---","[hex]FF"
45,"Rx","Ok","-1.3745 ms"," ---","[hex]00"
46,"Rx","Ok","-1.3527 ms"," ---","[hex]09"
47,"Rx","Ok","-1.3236 ms"," ---","[hex]00"
48,"Rx","Ok","-1.3019 ms"," ---","[hex]09"
49,"Rx","Ok","-1.2727 ms"," ---","[hex]00"
50,"Rx","Ok","-1.251 ms"," ---","[hex]07"
51,"Rx","Ok","-1.222 ms"," ---","[hex]00"
52,"Rx","Ok","-1.2003 ms"," ---","[hex]08"
53,"Rx","Ok","-1.1711 ms"," ---","[hex]00"
54,"Rx","Ok","-1.1494 ms"," ---","[hex]0A"
55,"Rx","Ok","-1.1201 ms"," ---","[hex]00"
56,"Rx","Ok","-1.0984 ms"," ---","[hex]0A"
57,"Rx","Ok","-1.0694 ms"," ---","[hex]00"
58,"Rx","Ok","-1.0477 ms"," ---","[hex]09"
59,"Rx","Ok","-1.0188 ms"," ---","[hex]00"
60,"Rx","Ok","-997.1 µs"," ---","[hex]09"
61,"Rx","Ok","-967.9 µs"," ---","[hex]00"
62,"Rx","Ok","-946.2 µs"," ---","[hex]08"
63,"Rx","Ok","-917.2 µs"," ---","[hex]00"
64,"Rx","Ok","-895.5 µs"," ---","[hex]08"
65,"Rx","Ok","-866.3 µs"," ---","[hex]00"
66,"Rx","Ok","-844.6 µs"," ---","[hex]08"
67,"Rx","Ok","-815.5 µs"," ---","[hex]00"
68,"Rx","Ok","-793.8 µs"," ---","[hex]08"
69,"Rx","Ok","-764.8 µs"," ---","[hex]00"
70,"Rx","Ok","-743.1 µs"," ---","[hex]08"
71,"Rx","Ok","-713.6 µs"," ---","[hex]00"
72,"Rx","Ok","-691.9 µs"," ---","[hex]0B"
73,"Rx","Ok","-662.9 µs"," ---","[hex]00"
74,"Rx","Ok","-641.2 µs"," ---","[hex]0C"
75,"Rx","Ok","-612.8 µs"," ---","[hex]FF"
76,"Rx","Ok","-591.1 µs"," ---","[hex]FF"
77,"Rx","Ok","-561.6 µs"," ---","[hex]00"
78,"Rx","Ok","-539.9 µs"," ---","[hex]EF"
79,"Rx","Ok","-510.6 µs"," ---","[hex]01"
80,"Rx","Ok","-488.9 µs"," ---","[hex]0C"
81,"Rx","Ok","-459.9 µs"," ---","[hex]01"
82,"Rx","Ok","-438.2 µs"," ---","[hex]28"
