Decode results B 1
,"Source","State","Start","Tx value","Rx value"
1,"Rx","Ok","-2.4922 ms"," ---","[hex]00"
2,"Rx","Ok","-2.4705 ms"," ---","[hex]0B"
3,"Rx","Ok","-2.4416 ms"," ---","[hex]00"
4,"Rx","Ok","-2.4199 ms"," ---","[hex]0A"
5,"Rx","Ok","-2.3906 ms"," ---","[hex]00"
6,"Rx","Ok","-2.3689 ms"," ---","[hex]09"
7,"Rx","Ok","-2.3399 ms"," ---","[hex]00"
8,"Rx","Ok","-2.3182 ms"," ---","[hex]0A"
9,"Rx","Ok","-2.2891 ms"," ---","[hex]00"
10,"Rx","Ok","-2.2674 ms"," ---","[hex]0B"
11,"Rx","Ok","-2.238 ms"," ---","[hex]00"
12,"Rx","Ok","-2.2162 ms"," ---","[hex]0A"
13,"Rx","Ok","-2.1881 ms"," ---","[hex]FF"
14,"Rx","Ok","-2.1664 ms"," ---","[hex]FF"
15,"Rx","Ok","-2.1364 ms"," ---","[hex]01"
16,"Rx","Ok","-2.1147 ms"," ---","[hex]1D"
17,"Rx","Ok","-2.0858 ms"," ---","[hex]01"
18,"Rx","Ok","-2.0641 ms"," ---","[hex]2C"
19,"Rx","Ok","-2.0351 ms"," ---","[hex]01"
20,"Rx","Ok","-2.0134 ms"," ---","[hex]38"
21,"Rx","Ok","-1.9842 ms"," ---","[hex]01"
22,"Rx","Ok","-1.9625 ms"," ---","[hex]59"
23,"Rx","Ok","-1.9333 ms"," ---","[hex]01"
24,"Rx","Ok","-1.9115 ms"," ---","[hex]A0"
25,"Rx","Ok","-1.8827 ms"," ---","[hex]01"
26,"Rx","Ok","-1.861 ms"," ---","[hex]96"
27,"Rx","Ok","-1.8317 ms"," ---","[hex]01"
28,"Rx","Ok","-1.8099 ms"," ---","[hex]C4"
29,"Rx","Ok","-1.781 ms"," ---","[hex]02"
30,"Rx","Ok","-1.7592 ms"," ---","[hex]02"
31,"Rx","Ok","-1.7302 ms"," ---","[hex]02"
32,"Rx","Ok","-1.7085 ms"," ---","[hex]09"
33,"Rx","Ok","-1.6794 ms"," ---","[hex]02"
34,"Rx","Ok","-1.6577 ms"," ---","[hex]2A"
35,"Rx","Ok","-1.6286 ms"," ---","[hex]02"
36,"Rx","Ok","-1.6068 ms"," ---","[hex]36"
37,"Rx","Ok","-1.5779 ms"," ---","[hex]02"
38,"Rx","Ok","-1.5562 ms"," ---","[hex]50"
39,"Rx","Ok","-1.5271 ms"," ---","[hex]02"
40,"Rx","Ok","-1.5054 ms"," ---","[hex]A2"
41,"Rx","Ok","-1.476 ms"," ---","[hex]02"
42,"Rx","Ok","-1.4543 ms"," ---","[hex]B7"
43,"Rx","Ok","-1.4251 ms"," ---","[hex]03"
44,"Rx","Ok","-1.4034 ms"," ---","[hex]24"
45,"Rx","Ok","-1.3751 ms"," ---","[hex]FF"
46,"Rx","Ok","-1.3534 ms"," ---","[hex]FF"
47,"Rx","Ok","-1.3239 ms"," ---","[hex]03"
48,"Rx","Ok","-1.3022 ms"," ---","[hex]17"
49,"Rx","Ok","-1.273 ms"," ---","[hex]03"
50,"Rx","Ok","-1.2512 ms"," ---","[hex]14"
51,"Rx","Ok","-1.2222 ms"," ---","[hex]03"
52,"Rx","Ok","-1.2005 ms"," ---","[hex]12"
