Decode results B 1
,"Source","State","Start","Tx value","Rx value"
1,"Rx","Ok","-24.9981 ms"," ---","[hex]01"
2,"Rx","Ok","-24.9764 ms"," ---","[hex]62"
3,"Rx","Ok","-24.9475 ms"," ---","[hex]01"
4,"Rx","Ok","-24.9258 ms"," ---","[hex]7F"
5,"Rx","Ok","-24.8965 ms"," ---","[hex]01"
6,"Rx","Ok","-24.8748 ms"," ---","[hex]A2"
7,"Rx","Ok","-24.8457 ms"," ---","[hex]01"
8,"Rx","Ok","-24.824 ms"," ---","[hex]BE"
9,"Rx","Ok","-24.7949 ms"," ---","[hex]01"
10,"Rx","Ok","-24.7732 ms"," ---","[hex]E2"
11,"Rx","Ok","-24.7444 ms"," ---","[hex]01"
12,"Rx","Ok","-24.7227 ms"," ---","[hex]FE"
13,"Rx","Ok","-24.6935 ms"," ---","[hex]02"
14,"Rx","Ok","-24.6717 ms"," ---","[hex]22"
15,"Rx","Ok","-24.6427 ms"," ---","[hex]02"
16,"Rx","Ok","-24.621 ms"," ---","[hex]3E"
17,"Rx","Ok","-24.592 ms"," ---","[hex]02"
18,"Rx","Ok","-24.5703 ms"," ---","[hex]62"
19,"Rx","Ok","-24.541 ms"," ---","[hex]02"
20,"Rx","Ok","-24.5193 ms"," ---","[hex]85"
21,"Rx","Ok","-24.4899 ms"," ---","[hex]02"
22,"Rx","Ok","-24.4682 ms"," ---","[hex]B2"
23,"Rx","Ok","-24.4395 ms"," ---","[hex]03"
24,"Rx","Ok","-24.4178 ms"," ---","[hex]3F"
25,"Rx","Ok","-24.2869 ms"," ---","[hex]01"
26,"Rx","Ok","-24.2652 ms"," ---","[hex]F8"
27,"Rx","Ok","-24.2363 ms"," ---","[hex]01"
28,"Rx","Ok","-24.2146 ms"," ---","[hex]DA"
29,"Rx","Ok","-24.1854 ms"," ---","[hex]01"
30,"Rx","Ok","-24.1637 ms"," ---","[hex]BA"
31,"Rx","Ok","-24.1348 ms"," ---","[hex]01"
32,"Rx","Ok","-24.113 ms"," ---","[hex]9C"
33,"Rx","Ok","-24.0839 ms"," ---","[hex]01"
34,"Rx","Ok","-24.0622 ms"," ---","[hex]7A"
35,"Rx","Ok","-24.033 ms"," ---","[hex]01"
36,"Rx","Ok","-24.0112 ms"," ---","[hex]5C"
37,"Rx","Ok","-23.9819 ms"," ---","[hex]01"
38,"Rx","Ok","-23.9602 ms"," ---","[hex]3A"
39,"Rx","Ok","-23.9315 ms"," ---","[hex]01"
40,"Rx","Ok","-23.9098 ms"," ---","[hex]1C"
41,"Rx","Ok","-23.8804 ms"," ---","[hex]00"
42,"Rx","Ok","-23.8587 ms"," ---","[hex]FD"
43,"Rx","Ok","-23.8299 ms"," ---","[hex]00"
44,"Rx","Ok","-23.8082 ms"," ---","[hex]DC"
45,"Rx","Ok","-23.779 ms"," ---","[hex]00"
46,"Rx","Ok","-23.7572 ms"," ---","[hex]BC"
47,"Rx","Ok","-23.7281 ms"," ---","[hex]00"
48,"Rx","Ok","-23.7064 ms"," ---","[hex]A0"
49,"Rx","Ok","-23.6775 ms"," ---","[hex]00"
50,"Rx","Ok","-23.6558 ms"," ---","[hex]7E"
51,"Rx","Ok","-23.6263 ms"," ---","[hex]01"
52,"Rx","Ok","-23.6046 ms"," ---","[hex]1D"
53,"Rx","Ok","-23.4737 ms"," ---","[hex]01"
54,"Rx","Ok","-23.452 ms"," ---","[hex]3E"
55,"Rx","Ok","-23.4235 ms"," ---","[hex]01"
