Decode results B 1
,"Source","State","Start","Tx value","Rx value"
1,"Rx","Ok","-9.3486 ms"," ---","[hex]FF"
1,"Rx","Ok","-9.3486 ms"," ---","[hex]FF"
1,"Rx","Ok","-9.3486 ms"," ---","[hex]00"
2,"Rx","Ok","-9.3268 ms"," ---","[hex]EE"
3,"Rx","Ok","-9.2978 ms"," ---","[hex]01"
4,"Rx","Ok","-9.2761 ms"," ---","[hex]0D"
5,"Rx","Ok","-9.2471 ms"," ---","[hex]01"
6,"Rx","Ok","-9.2253 ms"," ---","[hex]2A"
7,"Rx","Ok","-9.1453 ms"," ---","[hex]01"
8,"Rx","Ok","-9.1236 ms"," ---","[hex]4C"
9,"Rx","Ok","-9.0946 ms"," ---","[hex]01"
10,"Rx","Ok","-9.0729 ms"," ---","[hex]6C"
11,"Rx","Ok","-9.0438 ms"," ---","[hex]01"
12,"Rx","Ok","-9.0221 ms"," ---","[hex]8C"
13,"Rx","Ok","-8.993 ms"," ---","[hex]01"
14,"Rx","Ok","-8.9713 ms"," ---","[hex]A9"
15,"Rx","Ok","-8.9419 ms"," ---","[hex]01"
16,"Rx","Ok","-8.9202 ms"," ---","[hex]CC"
17,"Rx","Ok","-8.8914 ms"," ---","[hex]01"
18,"Rx","Ok","-8.8696 ms"," ---","[hex]EA"
19,"Rx","Ok","-8.8403 ms"," ---","[hex]02"
20,"Rx","Ok","-8.8186 ms"," ---","[hex]0A"
21,"Rx","Ok","-8.7895 ms"," ---","[hex]02"
22,"Rx","Ok","-8.7678 ms"," ---","[hex]27"
23,"Rx","Ok","-8.7388 ms"," ---","[hex]02"
24,"Rx","Ok","-8.7171 ms"," ---","[hex]4A"
25,"Rx","Ok","-8.6882 ms"," ---","[hex]02"
26,"Rx","Ok","-8.6665 ms"," ---","[hex]6C"
27,"Rx","Ok","-8.6373 ms"," ---","[hex]02"
28,"Rx","Ok","-8.6156 ms"," ---","[hex]90"
29,"Rx","Ok","-8.5864 ms"," ---","[hex]02"
30,"Rx","Ok","-8.5647 ms"," ---","[hex]C3"
31,"Rx","Ok","-8.5354 ms"," ---","[hex]03"
32,"Rx","Ok","-8.5137 ms"," ---","[hex]3E"
33,"Rx","Ok","-8.4848 ms"," ---","[hex]01"
34,"Rx","Ok","-8.4631 ms"," ---","[hex]FA"
35,"Rx","Ok","-8.4341 ms"," ---","[hex]01"
36,"Rx","Ok","-8.4124 ms"," ---","[hex]EE"
37,"Rx","Ok","-8.3323 ms"," ---","[hex]01"
38,"Rx","Ok","-8.3106 ms"," ---","[hex]CE"
39,"Rx","Ok","-8.2816 ms"," ---","[hex]01"
40,"Rx","Ok","-8.2599 ms"," ---","[hex]AC"
41,"Rx","Ok","-8.2308 ms"," ---","[hex]01"
42,"Rx","Ok","-8.2091 ms"," ---","[hex]8E"
43,"Rx","Ok","-8.1799 ms"," ---","[hex]01"
44,"Rx","Ok","-8.1582 ms"," ---","[hex]6E"
45,"Rx","Ok","-8.1292 ms"," ---","[hex]01"
46,"Rx","Ok","-8.1075 ms"," ---","[hex]4F"
47,"Rx","Ok","-8.0779 ms"," ---","[hex]01"
48,"Rx","Ok","-8.0561 ms"," ---","[hex]31"
49,"Rx","Ok","-8.0275 ms"," ---","[hex]01"
50,"Rx","Ok","-8.0058 ms"," ---","[hex]0F"
51,"Rx","Ok","-7.9767 ms"," ---","[hex]00"
52,"Rx","Ok","-7.955 ms"," ---","[hex]EE"
53,"Rx","Ok","-7.9257 ms"," ---","[hex]00"
54,"Rx","Ok","-7.904 ms"," ---","[hex]CF"
55,"Rx","Ok","-7.8751 ms"," ---","[hex]00"
56,"Rx","Ok","-7.8534 ms"," ---","[hex]B4"
57,"Rx","Ok","-7.8239 ms"," ---","[hex]00"
58,"Rx","Ok","-7.8022 ms"," ---","[hex]95"
59,"Rx","Ok","-7.7734 ms"," ---","[hex]00"
60,"Rx","Ok","-7.7517 ms"," ---","[hex]78"
61,"Rx","Ok","-7.7226 ms"," ---","[hex]01"
62,"Rx","Ok","-7.7009 ms"," ---","[hex]26"
63,"Rx","Ok","-7.6716 ms"," ---","[hex]01"
64,"Rx","Ok","-7.6499 ms"," ---","[hex]46"
65,"Rx","Ok","-7.5702 ms"," ---","[hex]01"
66,"Rx","Ok","-7.5484 ms"," ---","[hex]63"
67,"Rx","Ok","-7.5194 ms"," ---","[hex]01"
68,"Rx","Ok","-7.4977 ms"," ---","[hex]84"
69,"Rx","Ok","-7.4687 ms"," ---","[hex]01"
70,"Rx","Ok","-7.447 ms"," ---","[hex]A2"
71,"Rx","Ok","-7.4178 ms"," ---","[hex]01"
72,"Rx","Ok","-7.3961 ms"," ---","[hex]C2"
73,"Rx","Ok","-7.3671 ms"," ---","[hex]01"
74,"Rx","Ok","-7.3453 ms"," ---","[hex]E2"
75,"Rx","Ok","-7.316 ms"," ---","[hex]02"
76,"Rx","Ok","-7.2943 ms"," ---","[hex]03"
77,"Rx","Ok","-7.2653 ms"," ---","[hex]02"
78,"Rx","Ok","-7.2435 ms"," ---","[hex]22"
79,"Rx","Ok","-7.2143 ms"," ---","[hex]02"
80,"Rx","Ok","-7.1925 ms"," ---","[hex]44"
81,"Rx","Ok","-7.1636 ms"," ---","[hex]02"
82,"Rx","Ok","-7.1419 ms"," ---","[hex]63"
83,"Rx","Ok","-7.113 ms"," ---","[hex]02"
84,"Rx","Ok","-7.0913 ms"," ---","[hex]87"
85,"Rx","Ok","-7.0622 ms"," ---","[hex]02"
86,"Rx","Ok","-7.0404 ms"," ---","[hex]B5"
87,"Rx","Ok","-7.0113 ms"," ---","[hex]03"
88,"Rx","Ok","-6.9896 ms"," ---","[hex]3D"
89,"Rx","Ok","-6.9605 ms"," ---","[hex]02"
90,"Rx","Ok","-6.9388 ms"," ---","[hex]10"
91,"Rx","Ok","-6.9098 ms"," ---","[hex]01"
92,"Rx","Ok","-6.8881 ms"," ---","[hex]F6"
93,"Rx","Ok","-6.8587 ms"," ---","[hex]01"
94,"Rx","Ok","-6.837 ms"," ---","[hex]D6"
95,"Rx","Ok","-6.757 ms"," ---","[hex]01"
96,"Rx","Ok","-6.7352 ms"," ---","[hex]B8"
97,"Rx","Ok","-6.7065 ms"," ---","[hex]01"
98,"Rx","Ok","-6.6847 ms"," ---","[hex]97"
99,"Rx","Ok","-6.6556 ms"," ---","[hex]01"
100,"Rx","Ok","-6.6339 ms"," ---","[hex]76"
101,"Rx","Ok","-6.605 ms"," ---","[hex]01"
102,"Rx","Ok","-6.5832 ms"," ---","[hex]56"
103,"Rx","Ok","-6.5538 ms"," ---","[hex]01"
104,"Rx","Ok","-6.532 ms"," ---","[hex]37"
105,"Rx","Ok","-6.5032 ms"," ---","[hex]01"
106,"Rx","Ok","-6.4814 ms"," ---","[hex]18"
107,"Rx","Ok","-6.4525 ms"," ---","[hex]00"
108,"Rx","Ok","-6.4307 ms"," ---","[hex]F8"
109,"Rx","Ok","-6.4016 ms"," ---","[hex]00"
110,"Rx","Ok","-6.3799 ms"," ---","[hex]D8"
111,"Rx","Ok","-6.3505 ms"," ---","[hex]00"
112,"Rx","Ok","-6.3288 ms"," ---","[hex]BC"
113,"Rx","Ok","-6.2996 ms"," ---","[hex]00"
114,"Rx","Ok","-6.2779 ms"," ---","[hex]9C"
115,"Rx","Ok","-6.249 ms"," ---","[hex]00"
116,"Rx","Ok","-6.2273 ms"," ---","[hex]7E"
117,"Rx","Ok","-6.1983 ms"," ---","[hex]00"
118,"Rx","Ok","-6.1765 ms"," ---","[hex]62"
119,"Rx","Ok","-6.1475 ms"," ---","[hex]01"
120,"Rx","Ok","-6.1258 ms"," ---","[hex]26"
121,"Rx","Ok","-6.0968 ms"," ---","[hex]01"
122,"Rx","Ok","-6.0751 ms"," ---","[hex]3E"
123,"Rx","Ok","-5.9949 ms"," ---","[hex]01"
124,"Rx","Ok","-5.9732 ms"," ---","[hex]60"
125,"Rx","Ok","-5.9444 ms"," ---","[hex]01"
126,"Rx","Ok","-5.9227 ms"," ---","[hex]7E"
127,"Rx","Ok","-5.8933 ms"," ---","[hex]01"
128,"Rx","Ok","-5.8716 ms"," ---","[hex]A0"
129,"Rx","Ok","-5.8428 ms"," ---","[hex]01"
130,"Rx","Ok","-5.8211 ms"," ---","[hex]BC"
131,"Rx","Ok","-5.792 ms"," ---","[hex]01"
132,"Rx","Ok","-5.7703 ms"," ---","[hex]DB"
133,"Rx","Ok","-5.741 ms"," ---","[hex]01"
134,"Rx","Ok","-5.7193 ms"," ---","[hex]FC"
135,"Rx","Ok","-5.6902 ms"," ---","[hex]02"
136,"Rx","Ok","-5.6685 ms"," ---","[hex]20"
137,"Rx","Ok","-5.6395 ms"," ---","[hex]02"
138,"Rx","Ok","-5.6178 ms"," ---","[hex]3A"
139,"Rx","Ok","-5.5886 ms"," ---","[hex]02"
140,"Rx","Ok","-5.5669 ms"," ---","[hex]5E"
141,"Rx","Ok","-5.5379 ms"," ---","[hex]02"
142,"Rx","Ok","-5.5162 ms"," ---","[hex]7F"
143,"Rx","Ok","-5.4869 ms"," ---","[hex]02"
144,"Rx","Ok","-5.4652 ms"," ---","[hex]AC"
145,"Rx","Ok","-5.4363 ms"," ---","[hex]03"
146,"Rx","Ok","-5.4146 ms"," ---","[hex]3E"
147,"Rx","Ok","-5.3855 ms"," ---","[hex]02"
148,"Rx","Ok","-5.3638 ms"," ---","[hex]0A"
149,"Rx","Ok","-5.3345 ms"," ---","[hex]01"
150,"Rx","Ok","-5.3128 ms"," ---","[hex]F7"
151,"Rx","Ok","-5.284 ms"," ---","[hex]01"
152,"Rx","Ok","-5.2622 ms"," ---","[hex]DC"
153,"Rx","Ok","-5.1822 ms"," ---","[hex]01"
154,"Rx","Ok","-5.1605 ms"," ---","[hex]BC"
155,"Rx","Ok","-5.1315 ms"," ---","[hex]01"
156,"Rx","Ok","-5.1098 ms"," ---","[hex]9C"
157,"Rx","Ok","-5.0808 ms"," ---","[hex]01"
158,"Rx","Ok","-5.059 ms"," ---","[hex]7C"
159,"Rx","Ok","-5.0296 ms"," ---","[hex]01"
160,"Rx","Ok","-5.0079 ms"," ---","[hex]5D"
161,"Rx","Ok","-4.979 ms"," ---","[hex]01"
162,"Rx","Ok","-4.9573 ms"," ---","[hex]3E"
163,"Rx","Ok","-4.9283 ms"," ---","[hex]01"
164,"Rx","Ok","-4.9066 ms"," ---","[hex]1D"
165,"Rx","Ok","-4.8775 ms"," ---","[hex]00"
166,"Rx","Ok","-4.8558 ms"," ---","[hex]FC"
167,"Rx","Ok","-4.8267 ms"," ---","[hex]00"
168,"Rx","Ok","-4.805 ms"," ---","[hex]DE"
169,"Rx","Ok","-4.776 ms"," ---","[hex]00"
170,"Rx","Ok","-4.7543 ms"," ---","[hex]C1"
171,"Rx","Ok","-4.7249 ms"," ---","[hex]00"
172,"Rx","Ok","-4.7032 ms"," ---","[hex]A1"
173,"Rx","Ok","-4.6743 ms"," ---","[hex]00"
174,"Rx","Ok","-4.6526 ms"," ---","[hex]80"
175,"Rx","Ok","-4.6234 ms"," ---","[hex]00"
176,"Rx","Ok","-4.6017 ms"," ---","[hex]63"
177,"Rx","Ok","-4.5726 ms"," ---","[hex]01"
178,"Rx","Ok","-4.5509 ms"," ---","[hex]1E"
179,"Rx","Ok","-4.522 ms"," ---","[hex]01"
180,"Rx","Ok","-4.5003 ms"," ---","[hex]37"
181,"Rx","Ok","-4.4202 ms"," ---","[hex]01"
182,"Rx","Ok","-4.3985 ms"," ---","[hex]58"
183,"Rx","Ok","-4.3694 ms"," ---","[hex]01"
184,"Rx","Ok","-4.3477 ms"," ---","[hex]76"
185,"Rx","Ok","-4.3187 ms"," ---","[hex]01"
186,"Rx","Ok","-4.297 ms"," ---","[hex]96"
187,"Rx","Ok","-4.2679 ms"," ---","[hex]01"
188,"Rx","Ok","-4.2462 ms"," ---","[hex]B6"
189,"Rx","Ok","-4.2172 ms"," ---","[hex]01"
190,"Rx","Ok","-4.1955 ms"," ---","[hex]D6"
191,"Rx","Ok","-4.166 ms"," ---","[hex]01"
192,"Rx","Ok","-4.1443 ms"," ---","[hex]F6"
193,"Rx","Ok","-4.1155 ms"," ---","[hex]02"
194,"Rx","Ok","-4.0938 ms"," ---","[hex]14"
195,"Rx","Ok","-4.0647 ms"," ---","[hex]02"
196,"Rx","Ok","-4.043 ms"," ---","[hex]34"
197,"Rx","Ok","-4.0137 ms"," ---","[hex]02"
198,"Rx","Ok","-3.9919 ms"," ---","[hex]55"
199,"Rx","Ok","-3.9629 ms"," ---","[hex]02"
200,"Rx","Ok","-3.9412 ms"," ---","[hex]77"
201,"Rx","Ok","1.523 ms"," ---","[hex]00"
202,"Rx","Ok","1.5447 ms"," ---","[hex]DB"
203,"Rx","Ok","1.5737 ms"," ---","[hex]00"
204,"Rx","Ok","1.5954 ms"," ---","[hex]BD"
205,"Rx","Ok","1.6245 ms"," ---","[hex]00"
206,"Rx","Ok","1.6462 ms"," ---","[hex]9F"
207,"Rx","Ok","1.6755 ms"," ---","[hex]00"
208,"Rx","Ok","1.6972 ms"," ---","[hex]86"
209,"Rx","Ok","1.7262 ms"," ---","[hex]00"
210,"Rx","Ok","1.7479 ms"," ---","[hex]61"
211,"Rx","Ok","1.7771 ms"," ---","[hex]01"
212,"Rx","Ok","1.7988 ms"," ---","[hex]20"
213,"Rx","Ok","1.8277 ms"," ---","[hex]01"
214,"Rx","Ok","1.8494 ms"," ---","[hex]3E"
215,"Rx","Ok","1.9295 ms"," ---","[hex]01"
216,"Rx","Ok","1.9512 ms"," ---","[hex]5E"
217,"Rx","Ok","1.9801 ms"," ---","[hex]01"
218,"Rx","Ok","2.0018 ms"," ---","[hex]7F"
